resourceType,resourceProvider,providerDisplayName,typeOnly,displayName,apiVersions,defaultApiVersion,locationsCount,locations,servicePrincipals,supportsPrivateEndpoint,supportsManagedIdentity,supportsTags,supportsLock
microsoft.cognitiveservices/accounts/customvision/labelproposals/setting,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/labelproposals/setting,setting*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/project,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/project,project*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/projects,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/projects,projects*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/projects/artifacts,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/projects/artifacts,artifacts*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/projects/export,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/projects/export,export*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/projects/images,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/projects/images,images*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/projects/images/count,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/projects/images/count,count*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/projects/images/id,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/projects/images/id,id*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/projects/images/regions,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/projects/images/regions,regions*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/projects/images/suggested,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/projects/images/suggested,suggested*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/projects/images/tagged,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/projects/images/tagged,tagged*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/projects/images/tagged/count,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/projects/images/tagged/count,count*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/projects/images/tags,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/projects/images/tags,tags*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/projects/images/untagged,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/projects/images/untagged,untagged*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/projects/images/untagged/count,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/projects/images/untagged/count,count*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/projects/iterations,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/projects/iterations,iterations*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/projects/iterations/export,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/projects/iterations/export,export*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/projects/iterations/performance,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/projects/iterations/performance,performance*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/projects/iterations/performance/images,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/projects/iterations/performance/images,images*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/projects/iterations/performance/images/count,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/projects/iterations/performance/images/count,count*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/projects/iterations/publish,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/projects/iterations/publish,publish*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/projects/predictions,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/projects/predictions,predictions*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/projects/quicktest,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/projects/quicktest,quicktest*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/projects/tags,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/projects/tags,tags*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/projects/tagsandregions,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/projects/tagsandregions,tagsandregions*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/projects/train,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/projects/train,train*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/quota,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/quota,quota*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/quota/refresh,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/quota/refresh,refresh*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/usage/prediction/user,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/usage/prediction/user,user*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/usage/training/resource/tier,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/usage/training/resource/tier,tier*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/usage/training/user,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/usage/training/user,user*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/user,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/user,user*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/user/state,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/user/state,state*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/user/tier,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/user/tier,tier*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/users,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/users,users*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvision/whitelist,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVision/whitelist,whitelist*,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvoice,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVoice,Endpoints,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvoice/chatbot,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVoice/chatbot,Chatbot,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvoice/consents,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVoice/consents,consents,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvoice/consents/templates,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVoice/consents/templates,templates,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvoice/datasets,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVoice/datasets,Datasets,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvoice/datasets/blocks,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVoice/datasets/blocks,Blocks,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvoice/datasets/files,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVoice/datasets/files,Files,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
microsoft.cognitiveservices/accounts/customvoice/datasets/utterances,Microsoft.CognitiveServices,Microsoft Cognitive Services,accounts/CustomVoice/datasets/utterances,Utterances,,,0,,"Azure Machine Learning,0736f41a-0425-4b46-bdb5-1563eff02385;Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe;Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d",False,undetermined,undetermined,undetermined
