resourceType,resourceProvider,providerDisplayName,typeOnly,displayName,apiVersions,defaultApiVersion,locationsCount,locations,servicePrincipals,supportsPrivateEndpoint,supportsManagedIdentity,supportsTags,supportsLock
microsoft.web/sites/slots/providers/microsoft.insights/logdefinitions,microsoft.web,Microsoft Web Apps,sites/slots/providers/Microsoft.Insights/logDefinitions,The log definition of web app slots,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/sites/slots/providers/microsoft.insights/metricdefinitions,microsoft.web,Microsoft Web Apps,sites/slots/providers/Microsoft.Insights/metricDefinitions,The metric definition of Web App Slot,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/sites/slots/publiccertificates,Microsoft.Web,Microsoft Web Apps,sites/slots/publiccertificates,Web Apps Slots Public Certificates,"2026-07-15,2026-03-15,2026-03-01-preview,2025-05-01,2025-03-01,2024-11-01,2024-04-01,2023-12-01,2023-01-01,2022-09-01,2022-03-01,2021-03-01,2021-02-01,2021-01-15,2021-01-01,2020-12-01,2020-10-01,2020-09-01,2020-06-01,2019-08-01,2018-11-01,2018-02-01,2017-08-01,2016-09-01,2016-08-01,2016-03-01,2015-11-01,2015-08-01,2015-07-01,2015-06-01,2015-05-01,2015-04-01,2015-02-01,2015-01-01,2014-11-01,2014-06-01,2014-04-01-preview,2014-04-01",2024-04-01,49,australiacentral; australiaeast; australiasoutheast; austriaeast; belgiumcentral; brazilsouth; canadacentral; canadaeast; centralindia; centralus; chilecentral; denmarkeast; eastasia; eastus; eastus2; francecentral; germanywestcentral; indiasouthcentral; indonesiacentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; mexicocentral; newzealandnorth; northcentralus; northeurope; norwayeast; polandcentral; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; uaenorth; uksouth; ukwest; westcentralus; westeurope; westindia; westus; westus2; westus3,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,False,False,False
microsoft.web/sites/slots/resourcehealthmetadata,microsoft.web,Microsoft Web Apps,sites/slots/resourcehealthmetadata,Web Apps Slots Resource Health Metadata,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/sites/slots/restore,microsoft.web,Microsoft Web Apps,sites/slots/restore,Web Apps Slots Restore,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/sites/slots/sitecontainers,Microsoft.Web,Microsoft Web Apps,sites/slots/sitecontainers,Web App Slot's Sitecontainers,"2026-07-15,2026-03-15,2026-03-01-preview,2025-05-01,2025-03-01,2024-11-01,2024-04-01,2023-12-01,2023-01-01,2022-09-01,2022-03-01,2021-03-01,2021-02-01,2021-01-15,2021-01-01,2020-12-01,2020-10-01,2020-09-01,2020-06-01,2019-08-01,2018-11-01,2018-02-01,2017-08-01,2016-09-01,2016-08-01,2016-03-01,2015-11-01,2015-08-01,2015-07-01,2015-06-01,2015-05-01,2015-04-01,2015-02-01,2015-01-01,2014-11-01,2014-06-01,2014-04-01-preview,2014-04-01",2024-04-01,49,australiacentral; australiaeast; australiasoutheast; austriaeast; belgiumcentral; brazilsouth; canadacentral; canadaeast; centralindia; centralus; chilecentral; denmarkeast; eastasia; eastus; eastus2; francecentral; germanywestcentral; indiasouthcentral; indonesiacentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; mexicocentral; newzealandnorth; northcentralus; northeurope; norwayeast; polandcentral; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; uaenorth; uksouth; ukwest; westcentralus; westeurope; westindia; westus; westus2; westus3,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,False,False,False
microsoft.web/sites/slots/siteextensions,microsoft.web,Microsoft Web Apps,sites/slots/siteextensions,Web Apps Slots Site Extensions,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/sites/slots/snapshots,microsoft.web,Microsoft Web Apps,sites/slots/snapshots,Web Apps Slots Snapshots,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/sites/slots/sourcecontrols,Microsoft.Web,Microsoft Web Apps,sites/slots/sourcecontrols,Web App Slot,"2026-07-15,2026-03-15,2026-03-01-preview,2025-05-01,2025-03-01,2024-11-01,2024-04-01,2023-12-01,2023-01-01,2022-09-01,2022-03-01,2021-03-01,2021-02-01,2021-01-15,2021-01-01,2020-12-01,2020-10-01,2020-09-01,2020-06-01,2019-08-01,2018-11-01,2018-02-01,2017-08-01,2016-09-01,2016-08-01,2016-03-01,2015-11-01,2015-08-01,2015-07-01,2015-06-01,2015-05-01,2015-04-01,2015-02-01,2015-01-01,2014-11-01,2014-06-01,2014-04-01-preview,2014-04-01",2024-04-01,49,australiacentral; australiaeast; australiasoutheast; austriaeast; belgiumcentral; brazilsouth; canadacentral; canadaeast; centralindia; centralus; chilecentral; denmarkeast; eastasia; eastus; eastus2; francecentral; germanywestcentral; indiasouthcentral; indonesiacentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; mexicocentral; newzealandnorth; northcentralus; northeurope; norwayeast; polandcentral; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; uaenorth; uksouth; ukwest; westcentralus; westeurope; westindia; westus; westus2; westus3,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,False,False,False
microsoft.web/sites/slots/triggeredwebjobs,microsoft.web,Microsoft Web Apps,sites/slots/triggeredwebjobs,Web Apps Slots Triggered WebJobs,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/sites/slots/triggeredwebjobs/history,microsoft.web,Microsoft Web Apps,sites/slots/triggeredwebjobs/history,n/a,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/sites/slots/usages,microsoft.web,Microsoft Web Apps,sites/slots/usages,Web Apps Slots Usages,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/sites/slots/virtualnetworkconnections,Microsoft.Web,Microsoft Web Apps,sites/slots/virtualnetworkconnections,Web Apps Slots Virtual Network Connections,"2026-07-15,2026-03-15,2026-03-01-preview,2025-05-01,2025-03-01,2024-11-01,2024-04-01,2023-12-01,2023-01-01,2022-09-01,2022-03-01,2021-03-01,2021-02-01,2021-01-15,2021-01-01,2020-12-01,2020-10-01,2020-09-01,2020-06-01,2019-08-01,2018-11-01,2018-02-01,2017-08-01,2016-09-01,2016-08-01,2016-03-01,2015-11-01,2015-08-01,2015-07-01,2015-06-01,2015-05-01,2015-04-01,2015-02-01,2015-01-01,2014-11-01,2014-06-01,2014-04-01-preview,2014-04-01",2024-04-01,49,australiacentral; australiaeast; australiasoutheast; austriaeast; belgiumcentral; brazilsouth; canadacentral; canadaeast; centralindia; centralus; chilecentral; denmarkeast; eastasia; eastus; eastus2; francecentral; germanywestcentral; indiasouthcentral; indonesiacentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; mexicocentral; newzealandnorth; northcentralus; northeurope; norwayeast; polandcentral; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; uaenorth; uksouth; ukwest; westcentralus; westeurope; westindia; westus; westus2; westus3,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,False,False,False
microsoft.web/sites/slots/virtualnetworkconnections/gateways,Microsoft.Web,Microsoft Web Apps,sites/slots/virtualnetworkconnections/gateways,Web Apps Slots Virtual Network Connections Gateways,"2026-07-15,2026-03-15,2026-03-01-preview,2025-05-01,2025-03-01,2024-11-01,2024-04-01,2023-12-01,2023-01-01,2022-09-01,2022-03-01,2021-03-01,2021-02-01,2021-01-15,2021-01-01,2020-12-01,2020-10-01,2020-09-01,2020-06-01,2019-08-01,2018-11-01,2018-02-01,2017-08-01,2016-09-01,2016-08-01,2016-03-01,2015-11-01,2015-08-01,2015-07-01,2015-06-01,2015-05-01,2015-04-01,2015-02-01,2015-01-01,2014-11-01,2014-06-01,2014-04-01-preview,2014-04-01",2024-04-01,49,australiacentral; australiaeast; australiasoutheast; austriaeast; belgiumcentral; brazilsouth; canadacentral; canadaeast; centralindia; centralus; chilecentral; denmarkeast; eastasia; eastus; eastus2; francecentral; germanywestcentral; indiasouthcentral; indonesiacentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; mexicocentral; newzealandnorth; northcentralus; northeurope; norwayeast; polandcentral; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; uaenorth; uksouth; ukwest; westcentralus; westeurope; westindia; westus; westus2; westus3,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,False,False,False
microsoft.web/sites/slots/webjobs,microsoft.web,Microsoft Web Apps,sites/slots/webjobs,Web Apps Slots WebJobs,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/sites/slots/workflows,microsoft.web,Microsoft Web Apps,sites/slots/workflows,Web Apps Workflows,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/sites/slots/workflowsconfiguration,microsoft.web,Microsoft Web Apps,sites/slots/workflowsconfiguration,Web Apps Workflows,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/sites/snapshots,microsoft.web,Microsoft Web Apps,sites/snapshots,Web Apps Snapshots,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/sites/sourcecontrols,Microsoft.Web,Microsoft Web Apps,sites/sourcecontrols,Web App,"2026-07-15,2026-03-15,2026-03-01-preview,2025-05-01,2025-03-01,2024-11-01,2024-04-01,2023-12-01,2023-01-01,2022-09-01,2022-03-01,2021-03-01,2021-02-01,2021-01-15,2021-01-01,2020-12-01,2020-10-01,2020-09-01,2020-06-01,2019-08-01,2018-11-01,2018-02-01,2017-08-01,2016-09-01,2016-08-01,2016-03-01,2015-11-01,2015-08-01-preview,2015-08-01,2015-07-01,2015-06-01,2015-05-01,2015-04-01,2015-02-01,2015-01-01,2014-11-01,2014-06-01,2014-04-01-preview,2014-04-01",2024-04-01,49,australiacentral; australiaeast; australiasoutheast; austriaeast; belgiumcentral; brazilsouth; canadacentral; canadaeast; centralindia; centralus; chilecentral; denmarkeast; eastasia; eastus; eastus2; francecentral; germanywestcentral; indiasouthcentral; indonesiacentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; mexicocentral; newzealandnorth; northcentralus; northeurope; norwayeast; polandcentral; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; uaenorth; uksouth; ukwest; westcentralus; westeurope; westindia; westus; westus2; westus3,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,False,False,False
microsoft.web/sites/triggeredwebjobs,microsoft.web,Microsoft Web Apps,sites/triggeredwebjobs,Web Apps Triggered WebJobs,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/sites/triggeredwebjobs/history,microsoft.web,Microsoft Web Apps,sites/triggeredwebjobs/history,Web Apps Triggered WebJobs History,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/sites/usages,microsoft.web,Microsoft Web Apps,sites/usages,Web Apps Usages,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/sites/virtualnetworkconnections,Microsoft.Web,Microsoft Web Apps,sites/virtualnetworkconnections,Web Apps Virtual Network Connections,"2026-07-15,2026-03-15,2026-03-01-preview,2025-05-01,2025-03-01,2024-11-01,2024-04-01,2023-12-01,2023-01-01,2022-09-01,2022-03-01,2021-03-01,2021-02-01,2021-01-15,2021-01-01,2020-12-01,2020-10-01,2020-09-01,2020-06-01,2019-08-01,2018-11-01,2018-02-01,2017-08-01,2016-09-01,2016-08-01,2016-03-01,2015-11-01,2015-08-01-preview,2015-08-01,2015-07-01,2015-06-01,2015-05-01,2015-04-01,2015-02-01,2015-01-01,2014-11-01,2014-06-01,2014-04-01-preview,2014-04-01",2024-04-01,49,australiacentral; australiaeast; australiasoutheast; austriaeast; belgiumcentral; brazilsouth; canadacentral; canadaeast; centralindia; centralus; chilecentral; denmarkeast; eastasia; eastus; eastus2; francecentral; germanywestcentral; indiasouthcentral; indonesiacentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; mexicocentral; newzealandnorth; northcentralus; northeurope; norwayeast; polandcentral; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; uaenorth; uksouth; ukwest; westcentralus; westeurope; westindia; westus; westus2; westus3,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,False,False,False
microsoft.web/sites/virtualnetworkconnections/gateways,Microsoft.Web,Microsoft Web Apps,sites/virtualnetworkconnections/gateways,Web Apps Virtual Network Connections Gateways,"2026-07-15,2026-03-15,2026-03-01-preview,2025-05-01,2025-03-01,2024-11-01,2024-04-01,2023-12-01,2023-01-01,2022-09-01,2022-03-01,2021-03-01,2021-02-01,2021-01-15,2021-01-01,2020-12-01,2020-10-01,2020-09-01,2020-06-01,2019-08-01,2018-11-01,2018-02-01,2017-08-01,2016-09-01,2016-08-01,2016-03-01,2015-11-01,2015-08-01-preview,2015-08-01,2015-07-01,2015-06-01,2015-05-01,2015-04-01,2015-02-01,2015-01-01,2014-11-01,2014-06-01,2014-04-01-preview,2014-04-01",2024-04-01,49,australiacentral; australiaeast; australiasoutheast; austriaeast; belgiumcentral; brazilsouth; canadacentral; canadaeast; centralindia; centralus; chilecentral; denmarkeast; eastasia; eastus; eastus2; francecentral; germanywestcentral; indiasouthcentral; indonesiacentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; mexicocentral; newzealandnorth; northcentralus; northeurope; norwayeast; polandcentral; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; uaenorth; uksouth; ukwest; westcentralus; westeurope; westindia; westus; westus2; westus3,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,False,False,False
microsoft.web/sites/webjobs,microsoft.web,Microsoft Web Apps,sites/webjobs,Web Apps WebJobs,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/sites/workflows,microsoft.web,Microsoft Web Apps,sites/workflows,Web Apps Workflows,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/sites/workflowsconfiguration,microsoft.web,Microsoft Web Apps,sites/workflowsconfiguration,Web Apps Workflows,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/skus,microsoft.web,Microsoft Web Apps,skus,SKUs,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/sourcecontrols,Microsoft.Web,Microsoft Web Apps,sourceControls,Source Controls,"2026-07-15,2026-03-15,2026-03-01-preview,2025-05-01,2025-03-01,2024-11-01,2024-04-01,2023-12-01,2023-01-01,2022-09-01,2022-03-01,2021-03-01,2021-02-01,2021-01-15,2021-01-01,2020-12-01,2020-10-01,2020-09-01,2020-06-01,2019-08-01,2018-11-01,2018-02-01,2016-03-01,2015-08-01,2015-07-01,2015-06-01,2015-05-01,2015-04-01,2015-02-01,2014-11-01,2014-06-01,2014-04-01-preview,2014-04-01",2024-04-01,49,australiacentral; australiaeast; australiasoutheast; austriaeast; belgiumcentral; brazilsouth; canadacentral; canadaeast; centralindia; centralus; chilecentral; denmarkeast; eastasia; eastus; eastus2; francecentral; germanywestcentral; indiasouthcentral; indonesiacentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; mexicocentral; newzealandnorth; northcentralus; northeurope; norwayeast; polandcentral; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; uaenorth; uksouth; ukwest; westcentralus; westeurope; westindia; westus; westus2; westus3,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,False,False,False
microsoft.web/staticsiteregions,Microsoft.Web,Microsoft Web Apps,staticSiteRegions,Static Site Region,2024-04-01,,5,centralus; eastasia; eastus2; westeurope; westus2,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,False,False,False
microsoft.web/staticsites,Microsoft.Web,Microsoft Web Apps,staticSites,Static Site,"2026-03-01-preview,2025-05-01,2025-03-01,2024-11-01,2024-04-11-preview,2024-04-01,2023-12-01,2023-01-01,2022-09-01,2022-03-01,2021-03-01,2021-02-01,2021-01-15,2021-01-01,2020-12-01,2020-10-01,2020-09-01,2020-06-01,2019-12-01-preview,2019-08-01",2024-04-01,5,centralus; eastasia; eastus2; westeurope; westus2,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",True,True,True,True
microsoft.web/staticsites/authproviders,microsoft.web,Microsoft Web Apps,staticSites/authproviders,Static Site User,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/staticsites/authproviders/users,microsoft.web,Microsoft Web Apps,staticSites/authproviders/users,Static Site User,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/staticsites/basicauth,microsoft.web,Microsoft Web Apps,staticsites/basicauth,n/a,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/staticsites/builds,Microsoft.Web,Microsoft Web Apps,staticSites/builds,Static Site Build,"2026-03-01-preview,2025-05-01,2025-03-01,2024-11-01,2024-04-01,2023-12-01,2023-01-01,2022-09-01,2022-03-01,2021-03-01,2021-02-01,2021-01-15,2021-01-01,2020-12-01,2020-10-01,2020-09-01,2020-06-01,2019-12-01-preview,2019-08-01",2020-06-01,5,centralus; eastasia; eastus2; westeurope; westus2,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,False,False,False
microsoft.web/staticsites/builds/config,microsoft.web,Microsoft Web Apps,staticSites/builds/config,Static Site Build App Setting,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/staticsites/builds/databaseconnections,Microsoft.Web,Microsoft Web Apps,staticSites/builds/databaseConnections,Static Site Build Database Connection,"2026-03-01-preview,2025-05-01,2025-03-01,2024-11-01,2024-04-01,2023-12-01,2023-01-01,2022-09-01,2022-03-01,2021-03-01,2021-02-01,2021-01-15,2021-01-01,2020-12-01,2020-10-01,2020-09-01,2020-06-01,2019-12-01-preview,2019-08-01",2020-06-01,5,centralus; eastasia; eastus2; westeurope; westus2,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,False,False,False
microsoft.web/staticsites/builds/functions,microsoft.web,Microsoft Web Apps,staticSites/builds/functions,Static Site Build Functions,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/staticsites/builds/linkedbackends,Microsoft.Web,Microsoft Web Apps,staticSites/builds/linkedBackends,Static Site Build Linked Backends,"2026-03-01-preview,2025-05-01,2025-03-01,2024-11-01,2024-04-01,2023-12-01,2023-01-01,2022-09-01,2022-03-01,2021-03-01,2021-02-01,2021-01-15,2021-01-01,2020-12-01,2020-10-01,2020-09-01,2020-06-01,2019-12-01-preview,2019-08-01",2020-06-01,5,centralus; eastasia; eastus2; westeurope; westus2,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,False,False,False
microsoft.web/staticsites/builds/userprovidedfunctionapps,Microsoft.Web,Microsoft Web Apps,staticSites/builds/userProvidedFunctionApps,Static Site Build User Provided Function Apps,"2026-03-01-preview,2025-05-01,2025-03-01,2024-11-01,2024-04-01,2023-12-01,2023-01-01,2022-09-01,2022-03-01,2021-03-01,2021-02-01,2021-01-15,2021-01-01,2020-12-01",2020-12-01,5,centralus; eastasia; eastus2; westeurope; westus2,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,False,False,False
microsoft.web/staticsites/config,microsoft.web,Microsoft Web Apps,staticSites/config,Static Site App Setting,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/staticsites/customdomains,microsoft.web,Microsoft Web Apps,staticSites/customdomains,Static Site Custom Domain,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/staticsites/databaseconnections,Microsoft.Web,Microsoft Web Apps,staticSites/databaseConnections,Static Site Database Connections,"2026-03-01-preview,2025-05-01,2025-03-01,2024-11-01,2024-04-01,2023-12-01,2023-01-01,2022-09-01,2022-03-01,2021-03-01,2021-02-01,2021-01-15,2021-01-01,2020-12-01,2020-10-01,2020-09-01,2020-06-01,2019-12-01-preview,2019-08-01",2020-06-01,5,centralus; eastasia; eastus2; westeurope; westus2,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,False,False,False
microsoft.web/staticsites/functions,microsoft.web,Microsoft Web Apps,staticSites/functions,Static Site Functions,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/staticsites/linkedbackends,Microsoft.Web,Microsoft Web Apps,staticSites/linkedBackends,Static Site Linked Backends,"2026-03-01-preview,2025-05-01,2025-03-01,2024-11-01,2024-04-01,2023-12-01,2023-01-01,2022-09-01,2022-03-01,2021-03-01,2021-02-01,2021-01-15,2021-01-01,2020-12-01,2020-10-01,2020-09-01,2020-06-01,2019-12-01-preview,2019-08-01",2020-06-01,5,centralus; eastasia; eastus2; westeurope; westus2,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,False,False,False
microsoft.web/staticsites/networkconfigs,microsoft.web,Microsoft Web Apps,staticSites/networkConfigs,Static Site Network Config,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/staticsites/privateendpointconnectionproxies,microsoft.web,Microsoft Web Apps,staticSites/privateEndpointConnectionProxies,Static Site Private Endpoint Connection Proxies,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/staticsites/privateendpointconnectionproxies/operations,microsoft.web,Microsoft Web Apps,staticSites/privateEndpointConnectionProxies/operations,Static Site Private Endpoint Connection Proxies Operations,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
