technique_id,technique,tactics,audit_category,audit_sub_category,event_id
T1047,Windows Management Instrumentation,execution,Object Access,Filtering Platform Connection,5154
T1048,Exfiltration Over Alternative Protocol,exfiltration,Object Access,Filtering Platform Connection,5154
T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,exfiltration,Object Access,Filtering Platform Connection,5154
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,exfiltration,Object Access,Filtering Platform Connection,5154
T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,exfiltration,Object Access,Filtering Platform Connection,5154
T1090,Proxy,command-and-control,Object Access,Filtering Platform Connection,5154
T1090.001,Internal Proxy,command-and-control,Object Access,Filtering Platform Connection,5154
T1090.002,External Proxy,command-and-control,Object Access,Filtering Platform Connection,5154
T1090.003,Multi-hop Proxy,command-and-control,Object Access,Filtering Platform Connection,5154
T1102,Web Service,command-and-control,Object Access,Filtering Platform Connection,5154
T1102.002,Bidirectional Communication,command-and-control,Object Access,Filtering Platform Connection,5154
T1102.003,One-Way Communication,command-and-control,Object Access,Filtering Platform Connection,5154
T1104,Multi-Stage Channels,command-and-control,Object Access,Filtering Platform Connection,5154
T1105,Ingress Tool Transfer,command-and-control,Object Access,Filtering Platform Connection,5154
T1114,Email Collection,collection,Object Access,Filtering Platform Connection,5154
T1114.002,Remote Email Collection,collection,Object Access,Filtering Platform Connection,5154
T1176,Browser Extensions,persistence,Object Access,Filtering Platform Connection,5154
T1189,Drive-by Compromise,initial-access,Object Access,Filtering Platform Connection,5154
T1197,BITS Jobs,persistence; defense-evasion,Object Access,Filtering Platform Connection,5154
T1204,User Execution,execution,Object Access,Filtering Platform Connection,5154
T1204.001,Malicious Link,execution,Object Access,Filtering Platform Connection,5154
T1205,Traffic Signaling,persistence; defense-evasion; command-and-control,Object Access,Filtering Platform Connection,5154
T1205.001,Port Knocking,persistence; defense-evasion; command-and-control,Object Access,Filtering Platform Connection,5154
T1218,Signed Binary Proxy Execution,defense-evasion,Object Access,Filtering Platform Connection,5154
T1218.003,CMSTP,defense-evasion,Object Access,Filtering Platform Connection,5154
T1218.005,Mshta,defense-evasion,Object Access,Filtering Platform Connection,5154
T1218.007,Msiexec,defense-evasion,Object Access,Filtering Platform Connection,5154
T1218.010,Regsvr32,defense-evasion,Object Access,Filtering Platform Connection,5154
T1219,Remote Access Software,command-and-control,Object Access,Filtering Platform Connection,5154
T1221,Template Injection,defense-evasion,Object Access,Filtering Platform Connection,5154
T1496,Resource Hijacking,impact,Object Access,Filtering Platform Connection,5154
T1542,Pre-OS Boot,persistence; defense-evasion,Object Access,Filtering Platform Connection,5154
T1542.005,TFTP Boot,persistence; defense-evasion,Object Access,Filtering Platform Connection,5154
T1568,Dynamic Resolution,command-and-control,Object Access,Filtering Platform Connection,5154
T1568.001,Fast Flux DNS,command-and-control,Object Access,Filtering Platform Connection,5154
T1568.002,Domain Generation Algorithms,command-and-control,Object Access,Filtering Platform Connection,5154
T1571,Non-Standard Port,command-and-control,Object Access,Filtering Platform Connection,5154
T1572,Protocol Tunneling,command-and-control,Object Access,Filtering Platform Connection,5154
T1602,Data from Configuration Repository,collection,Object Access,Filtering Platform Connection,5154
T1602.001,SNMP (MIB Dump),collection,Object Access,Filtering Platform Connection,5154
T1602.002,Network Device Configuration Dump,collection,Object Access,Filtering Platform Connection,5154
T1612,Build Image on Host,defense-evasion,Object Access,Filtering Platform Connection,5154
T1008,Fallback Channels,command-and-control,Object Access,Filtering Platform Connection,5155
T1011,Exfiltration Over Other Network Medium,exfiltration,Object Access,Filtering Platform Connection,5155
T1011.001,Exfiltration Over Bluetooth,exfiltration,Object Access,Filtering Platform Connection,5155
T1018,Remote System Discovery,discovery,Object Access,Filtering Platform Connection,5155
T1020,Automated Exfiltration,exfiltration,Object Access,Filtering Platform Connection,5155
T1020.001,Traffic Duplication,exfiltration,Object Access,Filtering Platform Connection,5155
T1021,Remote Services,lateral-movement,Object Access,Filtering Platform Connection,5155
T1021.001,Remote Desktop Protocol,lateral-movement,Object Access,Filtering Platform Connection,5155
T1021.002,SMB/Windows Admin Shares,lateral-movement,Object Access,Filtering Platform Connection,5155
T1021.003,Distributed Component Object Model,lateral-movement,Object Access,Filtering Platform Connection,5155
T1021.004,SSH,lateral-movement,Object Access,Filtering Platform Connection,5155
T1021.005,VNC,lateral-movement,Object Access,Filtering Platform Connection,5155
T1021.006,Windows Remote Management,lateral-movement,Object Access,Filtering Platform Connection,5155
T1029,Scheduled Transfer,exfiltration,Object Access,Filtering Platform Connection,5155
T1030,Data Transfer Size Limits,exfiltration,Object Access,Filtering Platform Connection,5155
T1041,Exfiltration Over C2 Channel,exfiltration,Object Access,Filtering Platform Connection,5155
T1047,Windows Management Instrumentation,execution,Object Access,Filtering Platform Connection,5155
T1048,Exfiltration Over Alternative Protocol,exfiltration,Object Access,Filtering Platform Connection,5155
T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,exfiltration,Object Access,Filtering Platform Connection,5155
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,exfiltration,Object Access,Filtering Platform Connection,5155
T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,exfiltration,Object Access,Filtering Platform Connection,5155
T1090,Proxy,command-and-control,Object Access,Filtering Platform Connection,5155
T1090.001,Internal Proxy,command-and-control,Object Access,Filtering Platform Connection,5155
T1090.002,External Proxy,command-and-control,Object Access,Filtering Platform Connection,5155
T1090.003,Multi-hop Proxy,command-and-control,Object Access,Filtering Platform Connection,5155
T1102,Web Service,command-and-control,Object Access,Filtering Platform Connection,5155
T1102.002,Bidirectional Communication,command-and-control,Object Access,Filtering Platform Connection,5155
T1102.003,One-Way Communication,command-and-control,Object Access,Filtering Platform Connection,5155
T1104,Multi-Stage Channels,command-and-control,Object Access,Filtering Platform Connection,5155
T1105,Ingress Tool Transfer,command-and-control,Object Access,Filtering Platform Connection,5155
T1114,Email Collection,collection,Object Access,Filtering Platform Connection,5155
T1114.002,Remote Email Collection,collection,Object Access,Filtering Platform Connection,5155
T1176,Browser Extensions,persistence,Object Access,Filtering Platform Connection,5155
T1189,Drive-by Compromise,initial-access,Object Access,Filtering Platform Connection,5155
T1197,BITS Jobs,persistence; defense-evasion,Object Access,Filtering Platform Connection,5155
T1204,User Execution,execution,Object Access,Filtering Platform Connection,5155
T1204.001,Malicious Link,execution,Object Access,Filtering Platform Connection,5155
T1205,Traffic Signaling,persistence; defense-evasion; command-and-control,Object Access,Filtering Platform Connection,5155
T1205.001,Port Knocking,persistence; defense-evasion; command-and-control,Object Access,Filtering Platform Connection,5155
T1218,Signed Binary Proxy Execution,defense-evasion,Object Access,Filtering Platform Connection,5155
T1218.003,CMSTP,defense-evasion,Object Access,Filtering Platform Connection,5155
T1218.005,Mshta,defense-evasion,Object Access,Filtering Platform Connection,5155
T1218.007,Msiexec,defense-evasion,Object Access,Filtering Platform Connection,5155
T1218.010,Regsvr32,defense-evasion,Object Access,Filtering Platform Connection,5155
T1219,Remote Access Software,command-and-control,Object Access,Filtering Platform Connection,5155
T1221,Template Injection,defense-evasion,Object Access,Filtering Platform Connection,5155
T1496,Resource Hijacking,impact,Object Access,Filtering Platform Connection,5155
T1542,Pre-OS Boot,persistence; defense-evasion,Object Access,Filtering Platform Connection,5155
T1542.005,TFTP Boot,persistence; defense-evasion,Object Access,Filtering Platform Connection,5155
T1568,Dynamic Resolution,command-and-control,Object Access,Filtering Platform Connection,5155
T1568.001,Fast Flux DNS,command-and-control,Object Access,Filtering Platform Connection,5155
T1568.002,Domain Generation Algorithms,command-and-control,Object Access,Filtering Platform Connection,5155
T1571,Non-Standard Port,command-and-control,Object Access,Filtering Platform Connection,5155
T1572,Protocol Tunneling,command-and-control,Object Access,Filtering Platform Connection,5155
T1602,Data from Configuration Repository,collection,Object Access,Filtering Platform Connection,5155
T1602.001,SNMP (MIB Dump),collection,Object Access,Filtering Platform Connection,5155
T1602.002,Network Device Configuration Dump,collection,Object Access,Filtering Platform Connection,5155
T1612,Build Image on Host,defense-evasion,Object Access,Filtering Platform Connection,5155
T1008,Fallback Channels,command-and-control,Object Access,Filtering Platform Connection,5156
T1011,Exfiltration Over Other Network Medium,exfiltration,Object Access,Filtering Platform Connection,5156
T1011.001,Exfiltration Over Bluetooth,exfiltration,Object Access,Filtering Platform Connection,5156
T1018,Remote System Discovery,discovery,Object Access,Filtering Platform Connection,5156
T1020,Automated Exfiltration,exfiltration,Object Access,Filtering Platform Connection,5156
T1020.001,Traffic Duplication,exfiltration,Object Access,Filtering Platform Connection,5156
T1021,Remote Services,lateral-movement,Object Access,Filtering Platform Connection,5156
T1021.001,Remote Desktop Protocol,lateral-movement,Object Access,Filtering Platform Connection,5156
T1021.002,SMB/Windows Admin Shares,lateral-movement,Object Access,Filtering Platform Connection,5156
T1021.003,Distributed Component Object Model,lateral-movement,Object Access,Filtering Platform Connection,5156
T1021.004,SSH,lateral-movement,Object Access,Filtering Platform Connection,5156
T1021.005,VNC,lateral-movement,Object Access,Filtering Platform Connection,5156
T1021.006,Windows Remote Management,lateral-movement,Object Access,Filtering Platform Connection,5156
T1029,Scheduled Transfer,exfiltration,Object Access,Filtering Platform Connection,5156
T1030,Data Transfer Size Limits,exfiltration,Object Access,Filtering Platform Connection,5156
T1041,Exfiltration Over C2 Channel,exfiltration,Object Access,Filtering Platform Connection,5156
T1047,Windows Management Instrumentation,execution,Object Access,Filtering Platform Connection,5156
T1048,Exfiltration Over Alternative Protocol,exfiltration,Object Access,Filtering Platform Connection,5156
T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,exfiltration,Object Access,Filtering Platform Connection,5156
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,exfiltration,Object Access,Filtering Platform Connection,5156
T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,exfiltration,Object Access,Filtering Platform Connection,5156
T1090,Proxy,command-and-control,Object Access,Filtering Platform Connection,5156
T1090.001,Internal Proxy,command-and-control,Object Access,Filtering Platform Connection,5156
T1090.002,External Proxy,command-and-control,Object Access,Filtering Platform Connection,5156
T1090.003,Multi-hop Proxy,command-and-control,Object Access,Filtering Platform Connection,5156
T1102,Web Service,command-and-control,Object Access,Filtering Platform Connection,5156
T1102.002,Bidirectional Communication,command-and-control,Object Access,Filtering Platform Connection,5156
T1102.003,One-Way Communication,command-and-control,Object Access,Filtering Platform Connection,5156
T1104,Multi-Stage Channels,command-and-control,Object Access,Filtering Platform Connection,5156
T1105,Ingress Tool Transfer,command-and-control,Object Access,Filtering Platform Connection,5156
T1114,Email Collection,collection,Object Access,Filtering Platform Connection,5156
T1114.002,Remote Email Collection,collection,Object Access,Filtering Platform Connection,5156
T1176,Browser Extensions,persistence,Object Access,Filtering Platform Connection,5156
T1189,Drive-by Compromise,initial-access,Object Access,Filtering Platform Connection,5156
T1197,BITS Jobs,persistence; defense-evasion,Object Access,Filtering Platform Connection,5156
T1204,User Execution,execution,Object Access,Filtering Platform Connection,5156
T1204.001,Malicious Link,execution,Object Access,Filtering Platform Connection,5156
T1205,Traffic Signaling,persistence; defense-evasion; command-and-control,Object Access,Filtering Platform Connection,5156
T1205.001,Port Knocking,persistence; defense-evasion; command-and-control,Object Access,Filtering Platform Connection,5156
T1218,Signed Binary Proxy Execution,defense-evasion,Object Access,Filtering Platform Connection,5156
T1218.003,CMSTP,defense-evasion,Object Access,Filtering Platform Connection,5156
T1218.005,Mshta,defense-evasion,Object Access,Filtering Platform Connection,5156
T1218.007,Msiexec,defense-evasion,Object Access,Filtering Platform Connection,5156
T1218.010,Regsvr32,defense-evasion,Object Access,Filtering Platform Connection,5156
T1219,Remote Access Software,command-and-control,Object Access,Filtering Platform Connection,5156
T1221,Template Injection,defense-evasion,Object Access,Filtering Platform Connection,5156
T1496,Resource Hijacking,impact,Object Access,Filtering Platform Connection,5156
T1542,Pre-OS Boot,persistence; defense-evasion,Object Access,Filtering Platform Connection,5156
T1542.005,TFTP Boot,persistence; defense-evasion,Object Access,Filtering Platform Connection,5156
T1568,Dynamic Resolution,command-and-control,Object Access,Filtering Platform Connection,5156
T1568.001,Fast Flux DNS,command-and-control,Object Access,Filtering Platform Connection,5156
T1568.002,Domain Generation Algorithms,command-and-control,Object Access,Filtering Platform Connection,5156
T1571,Non-Standard Port,command-and-control,Object Access,Filtering Platform Connection,5156
T1572,Protocol Tunneling,command-and-control,Object Access,Filtering Platform Connection,5156
T1602,Data from Configuration Repository,collection,Object Access,Filtering Platform Connection,5156
T1602.001,SNMP (MIB Dump),collection,Object Access,Filtering Platform Connection,5156
T1602.002,Network Device Configuration Dump,collection,Object Access,Filtering Platform Connection,5156
T1612,Build Image on Host,defense-evasion,Object Access,Filtering Platform Connection,5156
T1008,Fallback Channels,command-and-control,Object Access,Filtering Platform Connection,5157
T1011,Exfiltration Over Other Network Medium,exfiltration,Object Access,Filtering Platform Connection,5157
T1011.001,Exfiltration Over Bluetooth,exfiltration,Object Access,Filtering Platform Connection,5157
T1018,Remote System Discovery,discovery,Object Access,Filtering Platform Connection,5157
T1020,Automated Exfiltration,exfiltration,Object Access,Filtering Platform Connection,5157
T1020.001,Traffic Duplication,exfiltration,Object Access,Filtering Platform Connection,5157
T1021,Remote Services,lateral-movement,Object Access,Filtering Platform Connection,5157
T1021.001,Remote Desktop Protocol,lateral-movement,Object Access,Filtering Platform Connection,5157
T1021.002,SMB/Windows Admin Shares,lateral-movement,Object Access,Filtering Platform Connection,5157
T1021.003,Distributed Component Object Model,lateral-movement,Object Access,Filtering Platform Connection,5157
T1021.004,SSH,lateral-movement,Object Access,Filtering Platform Connection,5157
T1021.005,VNC,lateral-movement,Object Access,Filtering Platform Connection,5157
T1021.006,Windows Remote Management,lateral-movement,Object Access,Filtering Platform Connection,5157
T1029,Scheduled Transfer,exfiltration,Object Access,Filtering Platform Connection,5157
T1030,Data Transfer Size Limits,exfiltration,Object Access,Filtering Platform Connection,5157
T1041,Exfiltration Over C2 Channel,exfiltration,Object Access,Filtering Platform Connection,5157
T1047,Windows Management Instrumentation,execution,Object Access,Filtering Platform Connection,5157
T1048,Exfiltration Over Alternative Protocol,exfiltration,Object Access,Filtering Platform Connection,5157
T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,exfiltration,Object Access,Filtering Platform Connection,5157
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,exfiltration,Object Access,Filtering Platform Connection,5157
T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,exfiltration,Object Access,Filtering Platform Connection,5157
T1090,Proxy,command-and-control,Object Access,Filtering Platform Connection,5157
T1090.001,Internal Proxy,command-and-control,Object Access,Filtering Platform Connection,5157
T1090.002,External Proxy,command-and-control,Object Access,Filtering Platform Connection,5157
T1090.003,Multi-hop Proxy,command-and-control,Object Access,Filtering Platform Connection,5157
T1102,Web Service,command-and-control,Object Access,Filtering Platform Connection,5157
T1102.002,Bidirectional Communication,command-and-control,Object Access,Filtering Platform Connection,5157
T1102.003,One-Way Communication,command-and-control,Object Access,Filtering Platform Connection,5157
T1104,Multi-Stage Channels,command-and-control,Object Access,Filtering Platform Connection,5157
T1105,Ingress Tool Transfer,command-and-control,Object Access,Filtering Platform Connection,5157
T1114,Email Collection,collection,Object Access,Filtering Platform Connection,5157
T1114.002,Remote Email Collection,collection,Object Access,Filtering Platform Connection,5157
T1176,Browser Extensions,persistence,Object Access,Filtering Platform Connection,5157
T1189,Drive-by Compromise,initial-access,Object Access,Filtering Platform Connection,5157
T1197,BITS Jobs,persistence; defense-evasion,Object Access,Filtering Platform Connection,5157
T1204,User Execution,execution,Object Access,Filtering Platform Connection,5157
T1204.001,Malicious Link,execution,Object Access,Filtering Platform Connection,5157
T1205,Traffic Signaling,persistence; defense-evasion; command-and-control,Object Access,Filtering Platform Connection,5157
T1205.001,Port Knocking,persistence; defense-evasion; command-and-control,Object Access,Filtering Platform Connection,5157
T1218,Signed Binary Proxy Execution,defense-evasion,Object Access,Filtering Platform Connection,5157
T1218.003,CMSTP,defense-evasion,Object Access,Filtering Platform Connection,5157
T1218.005,Mshta,defense-evasion,Object Access,Filtering Platform Connection,5157
T1218.007,Msiexec,defense-evasion,Object Access,Filtering Platform Connection,5157
T1218.010,Regsvr32,defense-evasion,Object Access,Filtering Platform Connection,5157
T1219,Remote Access Software,command-and-control,Object Access,Filtering Platform Connection,5157
T1221,Template Injection,defense-evasion,Object Access,Filtering Platform Connection,5157
T1496,Resource Hijacking,impact,Object Access,Filtering Platform Connection,5157
T1542,Pre-OS Boot,persistence; defense-evasion,Object Access,Filtering Platform Connection,5157
T1542.005,TFTP Boot,persistence; defense-evasion,Object Access,Filtering Platform Connection,5157
T1568,Dynamic Resolution,command-and-control,Object Access,Filtering Platform Connection,5157
T1568.001,Fast Flux DNS,command-and-control,Object Access,Filtering Platform Connection,5157
T1568.002,Domain Generation Algorithms,command-and-control,Object Access,Filtering Platform Connection,5157
T1571,Non-Standard Port,command-and-control,Object Access,Filtering Platform Connection,5157
T1572,Protocol Tunneling,command-and-control,Object Access,Filtering Platform Connection,5157
T1602,Data from Configuration Repository,collection,Object Access,Filtering Platform Connection,5157
T1602.001,SNMP (MIB Dump),collection,Object Access,Filtering Platform Connection,5157
T1602.002,Network Device Configuration Dump,collection,Object Access,Filtering Platform Connection,5157
T1612,Build Image on Host,defense-evasion,Object Access,Filtering Platform Connection,5157
T1008,Fallback Channels,command-and-control,Object Access,Filtering Platform Connection,5158
T1011,Exfiltration Over Other Network Medium,exfiltration,Object Access,Filtering Platform Connection,5158
T1011.001,Exfiltration Over Bluetooth,exfiltration,Object Access,Filtering Platform Connection,5158
T1018,Remote System Discovery,discovery,Object Access,Filtering Platform Connection,5158
T1020,Automated Exfiltration,exfiltration,Object Access,Filtering Platform Connection,5158
T1020.001,Traffic Duplication,exfiltration,Object Access,Filtering Platform Connection,5158
T1021,Remote Services,lateral-movement,Object Access,Filtering Platform Connection,5158
T1021.001,Remote Desktop Protocol,lateral-movement,Object Access,Filtering Platform Connection,5158
T1021.002,SMB/Windows Admin Shares,lateral-movement,Object Access,Filtering Platform Connection,5158
T1021.003,Distributed Component Object Model,lateral-movement,Object Access,Filtering Platform Connection,5158
T1021.004,SSH,lateral-movement,Object Access,Filtering Platform Connection,5158
T1021.005,VNC,lateral-movement,Object Access,Filtering Platform Connection,5158
T1021.006,Windows Remote Management,lateral-movement,Object Access,Filtering Platform Connection,5158
T1029,Scheduled Transfer,exfiltration,Object Access,Filtering Platform Connection,5158
T1030,Data Transfer Size Limits,exfiltration,Object Access,Filtering Platform Connection,5158
T1041,Exfiltration Over C2 Channel,exfiltration,Object Access,Filtering Platform Connection,5158
T1047,Windows Management Instrumentation,execution,Object Access,Filtering Platform Connection,5158
T1048,Exfiltration Over Alternative Protocol,exfiltration,Object Access,Filtering Platform Connection,5158
T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,exfiltration,Object Access,Filtering Platform Connection,5158
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,exfiltration,Object Access,Filtering Platform Connection,5158
T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,exfiltration,Object Access,Filtering Platform Connection,5158
T1090,Proxy,command-and-control,Object Access,Filtering Platform Connection,5158
T1090.001,Internal Proxy,command-and-control,Object Access,Filtering Platform Connection,5158
T1090.002,External Proxy,command-and-control,Object Access,Filtering Platform Connection,5158
T1090.003,Multi-hop Proxy,command-and-control,Object Access,Filtering Platform Connection,5158
T1102,Web Service,command-and-control,Object Access,Filtering Platform Connection,5158
T1102.002,Bidirectional Communication,command-and-control,Object Access,Filtering Platform Connection,5158
T1102.003,One-Way Communication,command-and-control,Object Access,Filtering Platform Connection,5158
T1104,Multi-Stage Channels,command-and-control,Object Access,Filtering Platform Connection,5158
T1105,Ingress Tool Transfer,command-and-control,Object Access,Filtering Platform Connection,5158
T1114,Email Collection,collection,Object Access,Filtering Platform Connection,5158
T1114.002,Remote Email Collection,collection,Object Access,Filtering Platform Connection,5158
T1176,Browser Extensions,persistence,Object Access,Filtering Platform Connection,5158
T1189,Drive-by Compromise,initial-access,Object Access,Filtering Platform Connection,5158
T1197,BITS Jobs,persistence; defense-evasion,Object Access,Filtering Platform Connection,5158
T1204,User Execution,execution,Object Access,Filtering Platform Connection,5158
T1204.001,Malicious Link,execution,Object Access,Filtering Platform Connection,5158
T1205,Traffic Signaling,persistence; defense-evasion; command-and-control,Object Access,Filtering Platform Connection,5158
T1205.001,Port Knocking,persistence; defense-evasion; command-and-control,Object Access,Filtering Platform Connection,5158
T1218,Signed Binary Proxy Execution,defense-evasion,Object Access,Filtering Platform Connection,5158
T1218.003,CMSTP,defense-evasion,Object Access,Filtering Platform Connection,5158
T1218.005,Mshta,defense-evasion,Object Access,Filtering Platform Connection,5158
T1218.007,Msiexec,defense-evasion,Object Access,Filtering Platform Connection,5158
T1218.010,Regsvr32,defense-evasion,Object Access,Filtering Platform Connection,5158
T1219,Remote Access Software,command-and-control,Object Access,Filtering Platform Connection,5158
T1221,Template Injection,defense-evasion,Object Access,Filtering Platform Connection,5158
T1496,Resource Hijacking,impact,Object Access,Filtering Platform Connection,5158
T1542,Pre-OS Boot,persistence; defense-evasion,Object Access,Filtering Platform Connection,5158
T1542.005,TFTP Boot,persistence; defense-evasion,Object Access,Filtering Platform Connection,5158
T1568,Dynamic Resolution,command-and-control,Object Access,Filtering Platform Connection,5158
T1568.001,Fast Flux DNS,command-and-control,Object Access,Filtering Platform Connection,5158
T1568.002,Domain Generation Algorithms,command-and-control,Object Access,Filtering Platform Connection,5158
T1571,Non-Standard Port,command-and-control,Object Access,Filtering Platform Connection,5158
T1572,Protocol Tunneling,command-and-control,Object Access,Filtering Platform Connection,5158
T1602,Data from Configuration Repository,collection,Object Access,Filtering Platform Connection,5158
T1602.001,SNMP (MIB Dump),collection,Object Access,Filtering Platform Connection,5158
T1602.002,Network Device Configuration Dump,collection,Object Access,Filtering Platform Connection,5158
T1612,Build Image on Host,defense-evasion,Object Access,Filtering Platform Connection,5158
T1008,Fallback Channels,command-and-control,Object Access,Filtering Platform Connection,5159
T1011,Exfiltration Over Other Network Medium,exfiltration,Object Access,Filtering Platform Connection,5159
T1011.001,Exfiltration Over Bluetooth,exfiltration,Object Access,Filtering Platform Connection,5159
T1018,Remote System Discovery,discovery,Object Access,Filtering Platform Connection,5159
T1020,Automated Exfiltration,exfiltration,Object Access,Filtering Platform Connection,5159
T1020.001,Traffic Duplication,exfiltration,Object Access,Filtering Platform Connection,5159
T1021,Remote Services,lateral-movement,Object Access,Filtering Platform Connection,5159
T1021.001,Remote Desktop Protocol,lateral-movement,Object Access,Filtering Platform Connection,5159
T1021.002,SMB/Windows Admin Shares,lateral-movement,Object Access,Filtering Platform Connection,5159
T1021.003,Distributed Component Object Model,lateral-movement,Object Access,Filtering Platform Connection,5159
T1021.004,SSH,lateral-movement,Object Access,Filtering Platform Connection,5159
T1021.005,VNC,lateral-movement,Object Access,Filtering Platform Connection,5159
T1021.006,Windows Remote Management,lateral-movement,Object Access,Filtering Platform Connection,5159
T1029,Scheduled Transfer,exfiltration,Object Access,Filtering Platform Connection,5159
T1030,Data Transfer Size Limits,exfiltration,Object Access,Filtering Platform Connection,5159
T1041,Exfiltration Over C2 Channel,exfiltration,Object Access,Filtering Platform Connection,5159
T1047,Windows Management Instrumentation,execution,Object Access,Filtering Platform Connection,5159
T1048,Exfiltration Over Alternative Protocol,exfiltration,Object Access,Filtering Platform Connection,5159
T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,exfiltration,Object Access,Filtering Platform Connection,5159
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,exfiltration,Object Access,Filtering Platform Connection,5159
T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,exfiltration,Object Access,Filtering Platform Connection,5159
T1090,Proxy,command-and-control,Object Access,Filtering Platform Connection,5159
T1090.001,Internal Proxy,command-and-control,Object Access,Filtering Platform Connection,5159
T1090.002,External Proxy,command-and-control,Object Access,Filtering Platform Connection,5159
T1090.003,Multi-hop Proxy,command-and-control,Object Access,Filtering Platform Connection,5159
T1102,Web Service,command-and-control,Object Access,Filtering Platform Connection,5159
T1102.002,Bidirectional Communication,command-and-control,Object Access,Filtering Platform Connection,5159
T1102.003,One-Way Communication,command-and-control,Object Access,Filtering Platform Connection,5159
T1104,Multi-Stage Channels,command-and-control,Object Access,Filtering Platform Connection,5159
T1105,Ingress Tool Transfer,command-and-control,Object Access,Filtering Platform Connection,5159
T1114,Email Collection,collection,Object Access,Filtering Platform Connection,5159
T1114.002,Remote Email Collection,collection,Object Access,Filtering Platform Connection,5159
T1176,Browser Extensions,persistence,Object Access,Filtering Platform Connection,5159
T1189,Drive-by Compromise,initial-access,Object Access,Filtering Platform Connection,5159
T1197,BITS Jobs,persistence; defense-evasion,Object Access,Filtering Platform Connection,5159
T1204,User Execution,execution,Object Access,Filtering Platform Connection,5159
T1204.001,Malicious Link,execution,Object Access,Filtering Platform Connection,5159
T1205,Traffic Signaling,persistence; defense-evasion; command-and-control,Object Access,Filtering Platform Connection,5159
T1205.001,Port Knocking,persistence; defense-evasion; command-and-control,Object Access,Filtering Platform Connection,5159
T1218,Signed Binary Proxy Execution,defense-evasion,Object Access,Filtering Platform Connection,5159
T1218.003,CMSTP,defense-evasion,Object Access,Filtering Platform Connection,5159
T1218.005,Mshta,defense-evasion,Object Access,Filtering Platform Connection,5159
T1218.007,Msiexec,defense-evasion,Object Access,Filtering Platform Connection,5159
T1218.010,Regsvr32,defense-evasion,Object Access,Filtering Platform Connection,5159
T1219,Remote Access Software,command-and-control,Object Access,Filtering Platform Connection,5159
T1221,Template Injection,defense-evasion,Object Access,Filtering Platform Connection,5159
T1496,Resource Hijacking,impact,Object Access,Filtering Platform Connection,5159
T1542,Pre-OS Boot,persistence; defense-evasion,Object Access,Filtering Platform Connection,5159
T1542.005,TFTP Boot,persistence; defense-evasion,Object Access,Filtering Platform Connection,5159
T1568,Dynamic Resolution,command-and-control,Object Access,Filtering Platform Connection,5159
T1568.001,Fast Flux DNS,command-and-control,Object Access,Filtering Platform Connection,5159
T1568.002,Domain Generation Algorithms,command-and-control,Object Access,Filtering Platform Connection,5159
T1571,Non-Standard Port,command-and-control,Object Access,Filtering Platform Connection,5159
T1572,Protocol Tunneling,command-and-control,Object Access,Filtering Platform Connection,5159
T1602,Data from Configuration Repository,collection,Object Access,Filtering Platform Connection,5159
T1602.001,SNMP (MIB Dump),collection,Object Access,Filtering Platform Connection,5159
T1602.002,Network Device Configuration Dump,collection,Object Access,Filtering Platform Connection,5159
T1612,Build Image on Host,defense-evasion,Object Access,Filtering Platform Connection,5159
