service,action,AWS Service,Description,Resource type (console),resources.type,eventType,eventCategory,eventName,ACSC Recommended,ACSC Logging Condition
sso-oauth,CreateTokenWithIAM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sso-oauth,IntrospectTokenWithIAM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sso-oauth,RevokeTokenWithIAM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
states,CreateActivity,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,CreateActivity,N/A,N/A
states,CreateStateMachine,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,CreateStateMachine,N/A,N/A
states,CreateStateMachineAlias,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,CreateStateMachineAlias,N/A,N/A
states,DeleteActivity,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,DeleteActivity,N/A,N/A
states,DeleteStateMachine,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,DeleteStateMachine,N/A,N/A
states,DeleteStateMachineAlias,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,DeleteStateMachineAlias,N/A,N/A
states,DeleteStateMachineVersion,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,DeleteStateMachineVersion,N/A,N/A
states,DescribeActivity,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,DescribeActivity,N/A,N/A
states,DescribeExecution,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,DescribeExecution,N/A,N/A
states,DescribeMapRun,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,DescribeMapRun,N/A,N/A
states,DescribeStateMachine,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,DescribeStateMachine,N/A,N/A
states,DescribeStateMachineAlias,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,DescribeStateMachineAlias,N/A,N/A
states,DescribeStateMachineForExecution,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,DescribeStateMachineForExecution,N/A,N/A
states,GetActivityTask,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,GetActivityTask,N/A,N/A
states,GetExecutionHistory,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,GetExecutionHistory,N/A,N/A
states,InvokeHTTPEndpoint,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,InvokeHTTPEndpoint,N/A,N/A
states,ListActivities,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,ListActivities,N/A,N/A
states,ListExecutions,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,ListExecutions,N/A,N/A
states,ListMapRuns,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,ListMapRuns,N/A,N/A
states,ListStateMachineAliases,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,ListStateMachineAliases,N/A,N/A
states,ListStateMachineVersions,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,ListStateMachineVersions,N/A,N/A
states,ListStateMachines,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,ListStateMachines,N/A,N/A
states,ListTagsForResource,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,ListTagsForResource,N/A,N/A
states,PublishStateMachineVersion,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,PublishStateMachineVersion,N/A,N/A
states,RedriveExecution,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,RedriveExecution,N/A,N/A
states,RevealSecrets,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,RevealSecrets,N/A,N/A
states,SendTaskFailure,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,SendTaskFailure,N/A,N/A
states,SendTaskHeartbeat,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,SendTaskHeartbeat,N/A,N/A
states,SendTaskSuccess,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,SendTaskSuccess,N/A,N/A
states,StartExecution,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,StartExecution,N/A,N/A
states,StartSyncExecution,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,StartSyncExecution,N/A,N/A
states,StopExecution,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,StopExecution,N/A,N/A
states,TagResource,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,TagResource,N/A,N/A
states,TestState,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,TestState,N/A,N/A
states,UntagResource,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,UntagResource,N/A,N/A
states,UpdateMapRun,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,UpdateMapRun,N/A,N/A
states,UpdateStateMachine,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,UpdateStateMachine,N/A,N/A
states,UpdateStateMachineAlias,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,UpdateStateMachineAlias,N/A,N/A
states,ValidateStateMachineDefinition,AWS Step Functions,Step Functions API activity on activities.,Step Functions,AWS::StepFunctions::Activity,AwsApiCall,Data,ValidateStateMachineDefinition,N/A,N/A
storagegateway,ActivateGateway,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,AddCache,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,AddTagsToResource,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,AddUploadBuffer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,AddWorkingStorage,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,AssignTapePool,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,AssociateFileSystem,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,AttachVolume,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,BypassGovernanceRetention,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,CancelArchival,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,CancelCacheReport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,CancelRetrieval,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,CreateCachediSCSIVolume,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,CreateNFSFileShare,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,CreateSMBFileShare,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,CreateSnapshot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,CreateSnapshotFromVolumeRecoveryPoint,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,CreateStorediSCSIVolume,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,CreateTapePool,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,CreateTapeWithBarcode,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,CreateTapes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DeleteAutomaticTapeCreationPolicy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DeleteBandwidthRateLimit,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DeleteCacheReport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DeleteChapCredentials,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DeleteFileShare,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DeleteGateway,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DeleteSnapshotSchedule,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DeleteTape,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DeleteTapeArchive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DeleteTapePool,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DeleteVolume,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DescribeAvailabilityMonitorTest,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DescribeBandwidthRateLimit,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DescribeBandwidthRateLimitSchedule,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DescribeCache,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DescribeCacheReport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DescribeCachediSCSIVolumes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DescribeChapCredentials,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DescribeFileSystemAssociations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DescribeGatewayInformation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DescribeMaintenanceStartTime,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DescribeNFSFileShares,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DescribeSMBFileShares,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DescribeSMBSettings,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DescribeSnapshotSchedule,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DescribeStorediSCSIVolumes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DescribeTapeArchives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DescribeTapeRecoveryPoints,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DescribeTapes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DescribeUploadBuffer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DescribeVTLDevices,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DescribeWorkingStorage,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DetachVolume,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DisableGateway,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,DisassociateFileSystem,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,EvictFilesFailingUpload,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,JoinDomain,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,ListAutomaticTapeCreationPolicies,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,ListCacheReports,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,ListFileShares,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,ListFileSystemAssociations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,ListGateways,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,ListLocalDisks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,ListTagsForResource,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,ListTapePools,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,ListTapes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,ListVolumeInitiators,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,ListVolumeRecoveryPoints,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,ListVolumes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,NotifyWhenUploaded,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,RefreshCache,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,RemoveTagsFromResource,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,ResetCache,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,RetrieveTapeArchive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,RetrieveTapeRecoveryPoint,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,SetLocalConsolePassword,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,SetSMBGuestPassword,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,ShutdownGateway,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,StartAvailabilityMonitorTest,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,StartCacheReport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,StartGateway,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,UpdateAutomaticTapeCreationPolicy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,UpdateBandwidthRateLimit,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,UpdateBandwidthRateLimitSchedule,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,UpdateChapCredentials,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,UpdateFileSystemAssociation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,UpdateGatewayInformation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,UpdateGatewaySoftwareNow,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,UpdateMaintenanceStartTime,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,UpdateNFSFileShare,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,UpdateSMBFileShare,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,UpdateSMBFileShareVisibility,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,UpdateSMBLocalGroups,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,UpdateSMBSecurityStrategy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,UpdateSnapshotSchedule,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
storagegateway,UpdateVTLDeviceType,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sts,AssumeRole,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sts,AssumeRoleWithSAML,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sts,AssumeRoleWithWebIdentity,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sts,AssumeRoot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sts,DecodeAuthorizationMessage,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sts,GetAccessKeyInfo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sts,GetCallerIdentity,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,All
sts,GetFederationToken,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sts,GetServiceBearerToken,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sts,GetSessionToken,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sts,GetWebIdentityToken,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sts,SetContext,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sts,SetSourceIdentity,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sts,TagSession,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,AddAttachmentsToSet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,AddCommunicationToCase,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,AddRelatedItemToCase,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,CreateCase,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,DescribeAttachment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,DescribeCaseAttributes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,DescribeCaseOptions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,DescribeCases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,DescribeCommunication,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,DescribeCommunications,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,DescribeCreateCaseOptions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,DescribeIssueTypes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,DescribeRelatedItems,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,DescribeServices,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,DescribeSeverityLevels,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,DescribeSupportLevel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,DescribeSupportedLanguages,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,DescribeTrustedAdvisorCheckRefreshStatuses,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,DescribeTrustedAdvisorCheckResult,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,DescribeTrustedAdvisorCheckSummaries,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,DescribeTrustedAdvisorChecks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,DisconnectLiveContactForCase,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,DownloadAttachment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,GetInteraction,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,InitiateCallForCase,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,InitiateChatForCase,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,InitiateLiveContactForCase,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,ListInteractionEntries,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,ListInteractions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,PutCaseAttributes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,RateCaseCommunication,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,RefreshTrustedAdvisorCheck,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,ResolveCase,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,ResolveInteraction,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,SearchForCases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,StartInteraction,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,UpdateCaseSeverity,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,UpdateInteraction,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support,UploadAttachment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support-console,CheckSubscription,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support-console,CreateCaseDraft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support-console,CreateContact,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support-console,DeleteCaseDraft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support-console,DescribeDynamicHelp,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support-console,GetAccountGovCloudEnabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support-console,GetAccountState,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support-console,GetBanner,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support-console,GetCaseDraft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support-console,GetIssueClassificationPredictions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support-console,GetIssueTextSummary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support-console,GetQuestionnaire,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
support-console,SaveFeedback,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportapp,CreateSlackChannelConfiguration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportapp,DeleteAccountAlias,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportapp,DeleteSlackChannelConfiguration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportapp,DeleteSlackWorkspaceConfiguration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportapp,DescribeSlackChannels,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportapp,GetAccountAlias,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportapp,GetSlackOauthParameters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportapp,ListSlackChannelConfigurations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportapp,ListSlackWorkspaceConfigurations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportapp,PutAccountAlias,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportapp,RedeemSlackOauthCode,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportapp,RegisterSlackWorkspaceForOrganization,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportapp,UpdateSlackChannelConfiguration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportauthz,CreateSupportPermit,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportauthz,DeleteSupportPermit,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportauthz,GetAction,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportauthz,GetSupportPermit,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportauthz,ListActions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportauthz,ListSupportPermitRequests,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportauthz,ListSupportPermits,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportauthz,ListTagsForResource,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportauthz,RegisterKey,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportauthz,RejectSupportPermitRequest,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportauthz,TagResource,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportauthz,UntagResource,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportplans,AcceptSupportAgreement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportplans,CancelSupportAgreement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportplans,CreateSupportAgreement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportplans,CreateSupportPlanSchedule,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportplans,GetSupportAgreement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportplans,GetSupportPlan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportplans,GetSupportPlanUpdateStatus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportplans,ListSupportAgreementRevisions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportplans,ListSupportAgreements,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportplans,ListSupportPlanModifiers,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportplans,RejectSupportAgreement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportplans,StartSupportPlanUpdate,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
supportplans,UpdateSupportAgreement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sustainability,GetCarbonFootprintSummary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
