service,action,AWS Service,Description,Resource type (console),resources.type,eventType,eventCategory,eventName,ACSC Recommended,ACSC Logging Condition
ec2,DescribeIpamExternalResourceVerificationTokens,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeIpamInternetRegistryAssociations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeIpamPolicies,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeIpamPoolAllocationCidrs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeIpamPoolAllocations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeIpamPools,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeIpamPrefixListResolverManagedResources,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeIpamPrefixListResolverTargets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeIpamPrefixListResolvers,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeIpamResourceDiscoveries,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeIpamResourceDiscoveryAssociations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeIpamRoutingPolicyRegistrations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeIpamScopes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeIpams,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeIpv6Pools,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeKeyPairs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeLaunchTemplateVersions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeLaunchTemplates,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeLocalGatewayRouteTablePermissions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeLocalGatewayRouteTables,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeLocalGatewayVirtualInterfaceGroups,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeLocalGatewayVirtualInterfaces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeLocalGateways,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeMacHosts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeMacModificationTasks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeManagedPrefixLists,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeMovingAddresses,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeNatGateways,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeNetworkAcls,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeNetworkInsightsAccessScopeAnalyses,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeNetworkInsightsAccessScopes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeNetworkInsightsAnalyses,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeNetworkInsightsPaths,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeNetworkInterfaceAttribute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeNetworkInterfacePermissions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeNetworkInterfaces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribePlacementGroups,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribePrefixLists,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribePrincipalIdFormat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribePublicIpv4Pools,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeRegions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeReservedInstances,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeReservedInstancesListings,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeReservedInstancesModifications,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeReservedInstancesOfferings,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeRouteServerGroupAssociations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeRouteServers,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeRouteTables,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeRouteWebLogOptions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeScheduledInstanceAvailability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeScheduledInstances,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeSecurityGroupReferences,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeSecurityGroupRules,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeSecurityGroups,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,All
ec2,DescribeSnapshotAttribute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeSnapshotTierStatus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeSnapshots,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeSpotDatafeedSubscription,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeSpotFleetInstances,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeSpotFleetRequestHistory,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeSpotFleetRequests,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeSpotInstanceRequests,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeSpotPriceHistory,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeStaleSecurityGroups,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeSubnetCidrReservations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeSubnets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeTags,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeTargetGroupAttributes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeTargetGroups,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeTargets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeTrafficMirrorFilterRules,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeTrafficMirrorFilters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeTrafficMirrorSessions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeTrafficMirrorTargets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeTransitGatewaies,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeTransitGatewayAttachments,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeTransitGatewayConnectPeers,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeTransitGatewayConnects,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeTransitGatewayMulticastDomainAssociations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeTransitGatewayMulticastDomains,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeTransitGatewayPeeringAttachments,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeTransitGatewayPolicies,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeTransitGatewayPolicyTables,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeTransitGatewayRouteTableAssociations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeTransitGatewayRouteTables,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeTransitGatewayRoutes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeTransitGatewayVpcAttachments,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeTransitGateways,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeTrunkInterfaceAssociations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeVerifiedAccessEndpoints,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeVerifiedAccessEndpointsSysLogs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeVerifiedAccessGroupRules,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeVerifiedAccessGroups,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeVerifiedAccessInstanceLoggingConfigurations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeVerifiedAccessInstances,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeVerifiedAccessTrustProviderDeviceOptions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeVerifiedAccessTrustProviders,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeVolumeAttribute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeVolumeStatus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeVolumes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeVolumesModifications,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeVpcAttribute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeVpcClassicLink,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeVpcClassicLinkDnsSupport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeVpcEndpointConnectionNotifications,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeVpcEndpointConnections,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeVpcEndpointServiceConfigurations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeVpcEndpointServices,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeVpcEndpoints,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeVpcPeeringConnections,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeVpcs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeVpnConnections,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeVpnGatewayAttribute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DescribeVpnGateways,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DetachClassicLinkVpc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DetachImageWatermark,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DetachInternetGateway,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DetachNetworkInterface,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DetachVolume,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DetachVpnGateway,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DialServiceEdgeConnectorService,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisableAddressTransfer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisableAwsNetworkPerformanceMetricSubscription,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisableEbsEncryptionByDefault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisableFastLaunchImage,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisableImage,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisableImageBlockPublicAccess,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisableImageDeprecation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisableImageDeregistration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisableIpamOrganizationAdminAccount,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisableSerialConsoleAccess,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisableTransitGatewayRouteTablePropagation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisableVgwRoutePropagation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisableVpcClassicLink,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisableVpcClassicLinkDnsSupport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisassociateAddress,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisassociateApplicationStatusCheck,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisassociateCapacityReservationBillingOwner,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisassociateClientVpnTargetNetwork,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisassociateDhcpOptions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisassociateEnclaveCertificateIamRole,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisassociateIamInstanceProfile,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisassociateInstanceEventWindow,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisassociateIpamByoasn,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisassociateIpamResourceDiscovery,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisassociateNatGatewayAddress,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisassociateRouteServer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisassociateRouteTable,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisassociateSecurityGroupVpc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisassociateSubnetCidrBlock,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisassociateTransitGatewayMulticastDomain,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisassociateTransitGatewayPolicyTable,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisassociateTransitGatewayRouteTable,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisassociateTrunkInterface,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisassociateVerifiedAccessInstanceWebAcl,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,DisassociateVpcCidrBlock,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,EnableAddressTransfer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,EnableAwsNetworkPerformanceMetricSubscription,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,EnableEbsEncryptionByDefault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,EnableFastLaunchImage,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,EnableImage,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,EnableImageBlockPublicAccess,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,EnableImageDeprecation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,EnableImageDeregistration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,EnableIpamOrganizationAdminAccount,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,EnableReachabilityAnalyzerOrganizationSharing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,EnableSerialConsoleAccess,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,EnableTransitGatewayRouteTablePropagation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,EnableVgwRoutePropagation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,EnableVpcClassicLink,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,EnableVpcClassicLinkDnsSupport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,ExportClientVpnAuthorizationRules,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,ExportClientVpnClientCertificateRevocationList,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,ExportClientVpnClientConfiguration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,ExportImage,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,ExportTransitGatewayRoutes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetApplicationStatusCheckReport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetAssociatedEnclaveCertificateIamRoles,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetAssociatedIpv6PoolCidrs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetAwsNetworkPerformanceData,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetCapacityReservationUsage,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetCoipPoolUsage,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetConsoleOutput,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetConsoleScreenshot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,All
ec2,GetDefaultCreditSpecification,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetEbsDefaultKmsKeyId,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetEbsEncryptionByDefault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetFlowLogsIntegrationTemplate,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetGroupsForCapacityReservation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetHostReservationPurchasePreview,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetImageBlockPublicAccessAttribute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetImageUsageStatistics,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetInstanceInitialLaunchTemplate,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetInstanceMappingAttribute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetInstanceMetadataDefaults,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetInstanceTpmEkCert,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetInstanceTypeRecommendations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetInstanceUefiData,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetIpamAddressHistory,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetIpamDiscoveredAccounts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetIpamDiscoveredResourceCidrs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetIpamPoolAllocations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetIpamPoolCidrs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetIpamResourceCidrs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetLaunchTemplateData,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetManagedPrefixListAssociations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetManagedPrefixListEntries,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetNetworkInsightsAccessScopeAnalysisFindings,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetNetworkInsightsAccessScopeContent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetNetworkInsightsAnalysisFindings,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetNetworkInsightsPathContent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetPasswordData,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,All
ec2,GetPrincipalIdFormat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetReservedInstancesExchangeQuote,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetResourcePolicy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetSecurityGroupsForVpc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetSerialConsoleAccessStatus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetSnapshotBlockPublicAccessAttribute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetSpotPlacementScores,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetSubnetCidrReservationAttributes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetTransitGatewayAttachmentPropagations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetTransitGatewayMulticastDomainAssociations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetTransitGatewayPolicyTableAssociations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetTransitGatewayPolicyTableEntries,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetTransitGatewayPrefixListReferences,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetTransitGatewayRouteTableAssociations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetTransitGatewayRouteTablePropagations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetVerifiedAccessEndpointPolicy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetVerifiedAccessGroupPolicy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetVerifiedAccessInstanceWebAcl,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetVolumeQueueLength,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetVpcEndpointAccessStatus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetVpcPeeringConnectionOptions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetVpnConnectionDeviceSampleConfiguration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetVpnConnectionDeviceTypes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetVpnConnectionOptions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,GetVpnTunnelReplacementStatus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,ImportImage,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,ImportInstance,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,ImportKeyPair,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,All
ec2,ImportSnapshot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,ReleaseAddress,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,ReleaseHostReservation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,ReleaseIpamPoolAllocation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,ReleasePrivateNatGatewayAddress,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,RevokeClientVpnIngress,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,RevokeSecurityGroupEgress,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,RevokeSecurityGroupIngress,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,RunInstances,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,All
ec2,RunScheduledInstances,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,SearchLocalGatewayRoutes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,SearchTransitGatewayMulticastGroups,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ec2,SearchTransitGatewayRoutes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
